,word,lemma
0,urlLink,urllink
1,China,china
2,reassessing,reassess
3,military,militari
4,strategy,strategi
5,Because,becaus
6,Chinas,china
7,leaders,leader
8,believe,believ
9,forces,forc
10,yet,yet
11,strong,strong
12,enough,enough
13,compete,compet
14,directly,directli
15,American,american
16,putting,put
17,emphasis,emphasi
18,preventing,prevent
19,US,US
20,intervention,intervent
21,first,first
22,This,thi
23,includes,includ
24,development,develop
25,Chinese,chines
26,call,call
27,assassins,assassin
28,mace,mace
29,weapons,weapon
30,Pentagon,pentagon
31,said,said
32,The,the
33,report,report
34,officials,offici
35,sure,sure
36,via,via
37,Assassin,assassin
38,Mace,mace
39,meets,meet
40,Taiwanese,taiwanes
41,Scorpion,scorpion
42,Department,depart
43,Defense,defens
44,says,say
45,hot,hot
46,pursuit,pursuit
47,And,and
48,though,though
49,means,mean
50,exactly,exactli
51,suggests,suggest
52,preparing,prepar
53,asymmetric,asymmetr
54,solutions,solut
55,blunt,blunt
56,possible,possibl
57,future,futur
58,Taiwan,taiwan
59,Straits,strait
60,Message,messag
61,From,from
62,Beijing,beij
63,Part,part
64,3,3
65,Let,let
66,look,look
67,concrete,concret
68,forms,form
69,killing,kill
70,maze,maze
71,quasi,quasi
72,absolute,absolut
73,weapon,weapon
74,could,could
75,take,take
76,near,near
77,Remarkably,remark
78,21st,21st
79,century,centuri
80,PLA,pla
81,wants,want
82,armed,arm
83,systems,system
84,suitable,suitabl
85,local,local
86,conflicts,conflict
87,high,high
88,tech,tech
89,environments,environ
90,electromagnetic,electromagnet
91,b,b
92,precision,precis
93,missile,missil
94,c,c
95,electronic,electron
96,oriented,orient
97,energy,energi
98,lasers,laser
99,producing,produc
100,narrow,narrow
101,clusters,cluster
102,capacity,capac
