,word,stem
0,Assuming,assum
1,current,current
2,situation,situat
3,Iraq,iraq
4,leads,lead
5,combat,combat
6,activity,activ
7,US,US
8,troops,troop
9,I,I
10,suggest,suggest
11,get,get
12,small,small
13,film,film
14,crew,crew
15,credentialed,credenti
16,press,press
17,shoot,shoot
18,This,thi
19,solve,solv
20,budget,budget
21,vs,vs
22,production,product
23,value,valu
24,problems,problem
25,discussed,discuss
26,In,In
27,best,best
28,case,case
29,scenario,scenario
30,also,also
31,one,one
32,two,two
33,costume,costum
34,scene,scene
35,mayhem,mayhem
36,real,real
37,war,war
38,backdrop,backdrop
39,Take,take
40,look,look
41,pages,page
42,65,65
43,72,72
44,74,74
45,96,96
46,examples,exampl
47,lend,lend
48,Failing,fail
49,back,back
50,plate,plate
51,use,use
52,blue,blue
53,screen,screen
54,actors,actor
55,add,add
56,CGI,cgi
57,urlLink,urllink
58,We,We
59,movie,movi
60,multi,multi
61,billion,billion
62,dollar,dollar
63,effects,effect
64,submitted,submit
65,via,via
